id (N) (P),profit_margin (N),tax (N),phone_number (T),table_1_id (N)
257531,16709,17100,Evidence population.,59225
110635,25719,47580,Outside second.,28153
242170,4726,35656,Laugh on left home.,36412
51835,34804,23473,Day conference rate.,456406
456486,39180,1351,Career dinner.,41381
291435,43232,26975,Figure color school.,176876
233796,2676,46103,Cultural magazine.,210649
56475,15307,45553,Police ready occur.,468382
475228,330,21988,Fire expect develop.,403674
330775,41931,23766,Book view those man.,183451
113012,17083,592,Former food art.,118033
409374,24269,22327,Become better run.,377741
203539,2719,18778,Debate north time I.,312212
397567,10086,2071,Door old speech it.,389815
199891,49196,28857,Wide machine our.,70222
374181,44055,8799,According him foot.,484515
83743,33194,19868,Particular can cell.,332593
33611,995,35163,Tonight white job.,378139
51440,19941,571,Wish call yeah.,253182
488402,12923,37875,Cut land figure.,11732
133935,11799,33110,Suggest respond.,11842
199769,34310,31737,Family how rest.,207426
376157,35453,40209,Middle reveal safe.,480662
268622,9050,23979,Stand eye yes.,156470
152190,38986,24200,Huge marriage six.,253327
167782,32732,1622,Base keep represent.,456541
462619,17661,32504,Foreign wish.,412394
127380,22511,32196,Serious amount.,464254
320195,29167,39868,Simple road.,24577
297485,46961,25337,Course third.,163403
292798,48168,37010,But choose white.,141078
390094,44645,16121,Range industry.,222835
207966,47028,26791,Recent material.,189056
453592,48632,5099,President then dark.,63195
49609,22834,34583,Food possible once.,96861
223076,43503,24731,Provide sister way.,148369
349805,12230,1843,Service pretty.,285605
144633,34566,39639,By story degree.,413449
211467,21247,43894,Be artist control.,43961
368761,31090,34975,Stock see home wide.,235615
124197,1112,47765,From station away.,499280
136709,19030,18378,Yourself hear piece.,9389
139262,20916,47981,Believe management.,347152
259610,5028,25093,Night well there.,183668
412562,24193,1334,Conference range.,320396
82501,44986,16279,Long bank paper.,237205
109558,15256,46658,To her painting.,182350
33358,38924,9313,Law response almost.,96391
438734,30906,25474,Yeah perform.,140844
360805,5376,33545,Another however.,75682
338100,14826,18022,None hair fund.,126206
365173,33038,30535,Successful us.,276399
444994,8266,1531,Much have from.,191857
59885,35211,20603,Fast rich trip so.,36013
105918,405,23609,Agency firm.,295362
56466,7215,30125,By catch language.,91241
133513,4367,44733,Class fight.,475820
172174,13044,19389,Hair success laugh.,339359
177696,45813,3839,Production south.,351376
93584,36573,13738,Order spend late.,168942
208858,6465,43649,Word she everything.,314138
174651,31044,20195,Century employee.,206422
383839,30211,7523,Until health.,472996
399111,12973,35896,Evidence hope.,258651
330528,41336,16471,Reach scientist.,412567
329507,41935,19539,Democrat stand.,437050
59493,5290,22916,Race wind trial.,386085
181736,23764,27427,Can lot owner ball.,287062
137965,23192,22121,Interview staff red.,53609
411152,7648,11528,Later produce owner.,342290
256251,2113,43080,Pattern democratic.,470521
267445,48787,20443,Person believe.,7834
468187,46761,4876,Company couple the.,39295
231932,3604,27374,Person bed tell.,90970
179626,1112,42534,Work agree popular.,111092
238850,45553,38774,Fill others before.,76855
53485,6762,16006,Kitchen whether.,146114
25912,34690,9718,Always understand.,103866
456657,27021,11893,Product place blue.,245528
464813,23827,46626,Two environmental.,377107
315395,24977,32555,Way tend type with.,187464
492734,23706,2676,Including attention.,488979
432516,26555,11027,Night short respond.,248676
385496,25890,17086,Experience treat.,396244
163350,16968,5118,Draw apply group.,358024
295927,10113,4708,Maybe feeling.,355040
20665,34616,15614,However travel.,121359
341546,24932,29277,Give impact support.,101390
6093,4057,1330,Tell news quite.,241548
413196,40955,245,Prevent ability.,144867
14854,17210,43986,Store address free.,225606
467686,27904,2988,Both receive forget.,119897
120630,17851,6860,Focus person beyond.,360042
41586,2204,11485,Skin upon music.,487140
257884,1885,19205,Fear make thing.,12857
377687,34076,40915,Perform rise hand.,176851
150613,45720,32862,Add call nothing.,219665
313657,7822,44547,National college.,315946
383526,29111,28741,Report billion.,205684
82581,27629,21900,Indicate religious.,431349
276140,7029,20275,Here which threat.,142374
9899,8216,29512,Affect pick.,292881
422891,6739,16200,Meet if new find.,182181
67000,19273,33688,Democrat moment.,119710
139117,40745,49119,Culture line sport.,264577
204255,2111,14212,Very above like try.,166247
322549,8790,33240,While rate gas.,130826
456404,20251,48987,Some music position.,66999
141336,29902,27432,Lead strong enter.,65938
280740,6040,5773,Occur trial.,179504
229459,16489,3854,Owner most keep.,40764
302682,30970,22880,Practice form stock.,243825
268699,12680,11088,Beautiful song.,203155
14674,19332,42993,Rise over between.,492463
465875,18121,43235,Federal wind green.,440759
490160,21326,26677,Suddenly think.,269883
99055,1728,30484,Bar morning.,144634
78090,39143,35104,Listen trial real.,444369
102150,47043,5084,From situation.,198755
487257,13128,20793,Author former wish.,111072
177979,28155,45894,Eat kitchen friend.,444602
96734,39154,4168,Mouth performance.,375736
91627,16587,16955,Couple short also.,424438
273200,31033,6330,Artist ready same.,319688
345829,32903,32615,Various leg try.,279021
380331,40277,43463,Full agency.,319641
479222,27978,29088,Opportunity want.,341711
475589,25228,12467,Specific turn.,11032
347997,7733,6876,Final indicate.,218509
161312,4078,16245,Somebody past.,267820
317566,16584,14065,Adult common.,186860
10940,6502,10351,To standard step.,316543
59816,17386,9118,They avoid morning.,135237
49370,4288,17977,Cultural get staff.,17311
362937,1953,46376,Him Mrs soldier.,466568
235184,17620,12716,At student make her.,216517
457332,16367,17832,To Republican draw.,332406
249049,43837,13795,Nation eat possible.,458103
253222,19512,10924,Point us teacher.,478271
10418,26539,15499,Adult until others.,32911
94186,13209,5024,White together.,211001
308120,42690,36107,Production memory.,131814
93416,11112,5445,See all whatever.,417962
417448,36359,39743,Season film third.,259469
83655,7932,35695,Ground pick stand.,489211
95578,21361,20558,Reason teacher.,340875
363787,39093,22455,Once pick contain.,389131
116558,28211,46722,Line whole among.,191815
431541,47989,49992,Century attorney.,465566
70693,8156,40453,Lay follow whatever.,45416
287045,17698,29429,Any program ok.,472315
240219,10408,34321,Art education happy.,97933
112883,37094,46182,Unit hand sure.,96906
354133,10072,37973,Shoulder way best.,394808
63638,11432,44725,Total drop somebody.,243407
147625,3013,23129,Benefit soon whole.,182171
423576,30242,16539,Avoid break power.,43825
474157,34039,43381,More unit mind.,313548
301180,44713,31428,Painting region.,386540
286904,27195,17170,Southern skin.,246649
114463,19377,34146,Yet job red throw.,69838
51156,10163,24245,Computer would.,261926
301431,11808,26808,War each letter.,186662
279402,2362,8182,Rather water.,2669
124738,10424,43627,Stay woman each.,272455
275597,35146,43474,Note game hot put.,224897
401162,7337,39310,Manager like entire.,110658
147323,14435,3367,Ok indicate safe.,403473
25717,2934,11891,Between own ten.,267130
117903,27422,30351,Office must feeling.,105018
189367,47260,27123,Trial action indeed.,247037
340160,8329,31815,Avoid different.,22121
86505,39753,14069,Happy represent up.,60725
100687,49144,43857,Southern around can.,410659
490858,19445,38968,Above special.,446257
67158,28178,21490,Operation once.,33919
249522,24376,29172,Institution become.,129585
411169,42714,6280,Current reduce pay.,194082
216701,39038,36548,Food political lay.,26801
400139,2123,39608,Nice born certainly.,34471
471007,39036,19591,Rise want them we.,383729
308366,11851,38646,He near daughter.,499221
94812,29812,16525,At air field.,273310
438610,27539,32222,Watch home idea.,382690
379771,10017,21794,Recent middle.,436831
76527,17499,33757,Thought apply wall.,469215
497295,43694,3532,TV condition soon.,96309
51488,46286,3572,Stay professional.,30804
466409,34175,20541,Fly yard gun walk.,395853
179555,26001,34081,Main team suffer.,9352
78976,39412,30747,Near future job.,358823
474896,5038,45627,Film discover thank.,55762
313850,11577,2411,Place decide.,488228
409447,26671,43438,Model traditional.,490242
254366,5522,16034,To forward course.,211662
276735,18310,4650,Must suddenly need.,107739
358982,45278,41107,Develop.,490718
188291,31386,15061,Other game become.,232603
379425,32092,48484,Daughter upon.,446406
443708,45371,31792,Civil prepare.,419385
330240,4509,39689,Whom not similar.,61253
22261,45792,41649,Film collection.,352642
142417,10625,40060,Hotel board claim.,266299
310449,4699,39763,Court less card end.,153052
241941,5512,13101,Difficult tell.,210295
170351,49521,33043,Popular exist.,346828
390544,19843,28352,Risk effect least.,209370
446042,22050,20290,Chance treat.,386254
431518,23821,33364,Whom sister treat.,430198
313511,42974,16780,Hot fish director.,373463
98051,34166,14861,Eye smile partner.,60016
329496,11229,5632,Clearly institution.,7634
445372,9697,42405,Start sport goal.,310498
257386,36730,35661,History product.,29275
89751,11558,17936,Enjoy safe door.,477917
198979,43797,6084,Official open move.,365734
163565,22499,11319,Energy hospital any.,429918
129410,3961,40794,Traditional animal.,68428
331626,7789,38369,Century eat.,64896
1688,28409,18907,Edge third accept.,81398
197174,15874,48807,Drop necessary keep.,167939
294098,40627,25402,Material child sit.,246002
152422,31888,2432,Wind bag party on.,210746
376059,28800,24225,Job today back.,62527
242234,15136,8820,Full find form.,140731
493819,42997,10716,Deep sister.,480373
425221,36000,41218,Either kitchen.,490847
279024,14702,10771,By herself every.,107826
458352,16505,21044,Health power.,7401
262915,39104,17722,Cut always summer.,348708
414315,33936,11137,Choice eight smile.,377782
193189,48152,16844,Person test hundred.,314641
412867,28340,21395,Present stage hair.,292123
140081,35224,33411,Last last room.,263959
446124,11967,22787,The how television.,437962
29040,11028,26838,Can budget office I.,22257
249069,23962,41164,Available human see.,295511
288996,16231,38584,Drop American edge.,253182
285931,41881,32917,Return push sister.,414849
353464,3347,30990,Share into room.,38898
461988,26322,24729,Each certainly.,278181
279914,6209,17201,Cultural present.,302602
87783,16712,37053,Be tell floor.,370393
440021,26393,38874,Group will dinner.,258069
184291,2829,5722,Politics style.,305122
370007,4599,5576,Campaign tough push.,302580
15534,29675,17484,Front change force.,145353
139507,9386,34080,To brother woman do.,339059
220650,9990,37533,Free daughter paper.,131791
299217,38207,39938,Worry leg hand.,398103
268063,29014,10644,Show enough local.,150581
318989,45142,32435,Tell single system.,7776
145483,24658,35319,Record yet another.,40724
193660,28046,10161,Type day course.,336771
364814,25030,47556,Wife benefit work.,163138
19098,20207,3704,Record need.,353748
62079,3921,31958,Life become as.,241717
399457,42679,20146,South upon station.,350004
322775,43515,49789,Friend others.,142344
241349,39379,31668,Less option trade.,263789
123996,6067,20995,Major watch Mrs.,222509
161726,25233,29469,Loss budget dog set.,237213
95100,38240,34476,Test fly respond of.,249095
406594,15511,29701,Yourself customer.,223188
37523,38564,35618,Major spend without.,144068
412633,29833,3549,Wish prove bring.,283240
124828,3650,8014,Spring less attack.,219800
92559,3289,9076,When modern data.,12418
30132,15414,15960,Occur especially.,296237
214428,15089,24176,According threat.,465622
428385,28757,20266,Way surface degree.,273881
445044,7964,38094,Especially TV few.,109277
306466,33761,4541,Dream me work.,309698
449067,15842,4666,Goal meet store.,84106
210056,49878,17887,Happy bag right.,498781
387841,34246,38171,Site early natural.,206492
375875,13201,21079,Energy almost image.,58936
89385,34816,28172,Position often lead.,11117
357196,25901,11631,Likely so another.,102031
482513,12052,36794,Program crime half.,480623
209071,28991,12497,Beautiful than.,156444
408421,2659,14028,Participant weight.,467684
336234,24954,44830,Produce gun wait.,257059
33785,22641,10450,Smile environment.,489205
333716,37504,25995,Fund news rich.,474982
27505,9550,27424,Those word own.,306366
366347,36067,38472,Ready it rule.,199839
389937,20829,25040,Her draw event beat.,190152
278192,6765,21018,Worker style site.,57257
60453,18376,22948,Hear information.,312079
14066,21536,28905,Size we truth by.,457088
120725,40955,684,Role son draw skill.,217144
277801,19742,20394,Serve us though.,311333
239375,44767,47899,Mean hour spring.,125453
257056,36008,43504,Night manager ask.,204506
66400,4627,23661,Culture prepare new.,337071
485575,15542,33107,Choice red that.,337406
95795,39208,30351,Poor state source.,301838
448295,16759,31999,Always them big.,88337
473795,45880,24647,Raise bit want art.,118432
85789,2776,26728,List where range.,235743
278982,44038,14572,Newspaper increase.,176780
311421,793,12386,Staff any card ball.,22262
485343,1616,46834,Seat resource seem.,153743
359553,30452,34947,Rule activity see.,443204
77274,48746,32531,Example energy.,233476
335190,24502,1803,Such game whole.,86823
483059,26734,37363,Image certainly.,84054
220604,18828,9593,Sign edge side.,409865
308096,49413,6426,Finally similar.,454526
207720,46604,24500,Could think tax.,223241
439263,36413,31358,American argue.,411751
408884,19294,28509,Debate life defense.,204874
122533,39643,37714,Value model series.,193242
129809,18522,13924,Technology today.,378079
286012,20851,8036,Letter each space.,299787
246271,44924,44772,Ball ready remember.,241778
203807,18544,12081,War make hit.,379245
380885,4685,13223,Upon that she.,117746
41948,12870,16286,Necessary hundred.,213248
166404,42632,16768,Sign risk notice.,353269
